C	game_sessions	expires_at	
C	game_sessions	game_code	
C	game_sessions	game_id	
C	game_sessions	id	
C	game_sessions	last_active_at	
C	game_sessions	merchant_code	
C	game_sessions	merchant_id	
C	game_sessions	round_count	bet rounds in this session
C	game_sessions	server_seed_hash	
C	game_sessions	session_token_hash	SHA-256 of session token, never store raw token
C	game_sessions	status	active/expired/revoked
C	game_sessions	updated_at	
C	game_sessions	user_agent	
C	game_sessions	user_id	
C	games	category_id	
C	games	client_version	当前客户端版本
C	games	created_at	
C	games	default_rtp_ppm	默认 RTP，96%=960000
C	games	description	
C	games	game_code	全局唯一游戏标识
C	games	game_type	fishing/slot/crash/table
C	games	id	
C	games	launched_at	
C	games	max_bet_minor	默认最大注 minor units
C	games	min_bet_minor	默认最小注 minor units
C	games	name	
C	games	status	1=上架 0=下架 2=维护
C	games	thumbnail_url	
C	games	updated_at	
C	games	volatility	low/medium/high
C	i18n_bundles	bundle_code	namespace e.g. ui.admin
C	i18n_bundles	created_at	
C	i18n_bundles	description	
C	i18n_bundles	id	
C	i18n_bundles	status	
C	i18n_bundles	updated_at	
C	i18n_entity_translations	created_at	
C	i18n_entity_translations	entity_id	
C	i18n_entity_translations	entity_type	game/category/merchant/role
C	i18n_entity_translations	field_name	name/description/title
C	i18n_entity_translations	id	
C	i18n_entity_translations	locale_code	
C	i18n_entity_translations	status	
C	i18n_entity_translations	translated_value	
C	i18n_entity_translations	updated_at	
C	i18n_message_translations	created_at	
C	i18n_message_translations	id	
C	i18n_message_translations	locale_code	
C	i18n_message_translations	message_id	
C	i18n_message_translations	status	1=published 0=draft
C	i18n_message_translations	translated_value	
C	i18n_message_translations	updated_at	
C	i18n_messages	bundle_id	
C	i18n_messages	created_at	
C	i18n_messages	default_value	fallback when translation missing
C	i18n_messages	description	translator context
C	i18n_messages	id	
C	i18n_messages	message_key	dot path e.g. nav.merchants
C	i18n_messages	status	
C	i18n_messages	updated_at	
C	locales	code	BCP 47 e.g. en-US zh-CN
C	locales	created_at	
C	locales	direction	ltr or rtl
C	locales	is_default	platform fallback locale
C	locales	name	English display name
C	locales	native_name	Name in own language
C	locales	sort_order	
C	locales	status	
C	locales	updated_at	
C	merchant_currencies	created_at	
C	merchant_currencies	currency_code	
C	merchant_currencies	id	
C	merchant_currencies	is_default	1=默认币种
C	merchant_currencies	merchant_id	
C	merchant_currencies	status	
C	merchant_currencies	updated_at	
C	merchant_game_versions	client_version_id	
C	merchant_game_versions	created_at	
C	merchant_game_versions	effective_from	
C	merchant_game_versions	force_upgrade	
C	merchant_game_versions	game_id	
C	merchant_game_versions	id	
C	merchant_game_versions	merchant_id	
C	merchant_game_versions	min_version_id	force upgrade below this version
C	merchant_game_versions	rollout_percent	canary rollout 0-100
C	merchant_game_versions	status	
C	merchant_game_versions	updated_at	
C	merchant_games	created_at	
C	merchant_games	game_id	
C	merchant_games	id	
C	merchant_games	max_bet_minor	覆盖最大注
C	merchant_games	merchant_id	
C	merchant_games	min_bet_minor	覆盖最小注，NULL=用游戏默认
C	merchant_games	opened_at	开通时间
C	merchant_games	rtp_tier_code	覆盖默认 RTP 档位
C	merchant_games	sort_order	商户大厅排序
C	merchant_games	status	1=开通 0=关闭
C	merchant_games	updated_at	
C	merchant_locales	created_at	
C	merchant_locales	id	
C	merchant_locales	is_default	merchant default language
C	merchant_locales	locale_code	
C	merchant_locales	merchant_id	
C	merchant_locales	sort_order	
C	merchant_locales	status	
C	merchant_locales	updated_at	
C	merchant_settlement_lines	amount_minor	signed line amount
C	merchant_settlement_lines	commission_minor	
C	merchant_settlement_lines	commission_rate_ppm	snapshot of rate at close
C	merchant_settlement_lines	created_at	
C	merchant_settlement_lines	daily_settlement_id	link to daily_settlements.id
C	merchant_settlement_lines	description	
C	merchant_settlement_lines	game_id	
C	merchant_settlement_lines	id	
C	merchant_settlement_lines	line_type	daily_aggregate/game_breakdown/commission/adjustment
C	merchant_settlement_lines	merchant_id	
C	merchant_settlement_lines	ref_date	for daily_aggregate lines
C	merchant_settlement_lines	settlement_period_id	
C	merchant_settlement_lines	sort_order	
C	merchant_settlement_lines	total_bet_minor	
C	merchant_settlement_lines	total_rounds	
C	merchant_settlement_lines	total_win_minor	
C	merchant_wallet_configs	api_key	
C	merchant_wallet_configs	base_url	
C	merchant_wallet_configs	created_at	
C	merchant_wallet_configs	id	
C	merchant_wallet_configs	merchant_id	
C	merchant_wallet_configs	mock	1=Mock 钱包
